file_name,category,is_real_vulnerability,cwe
BenchmarkTest00159.java,cmdi,true,"CWE-78"
BenchmarkTest00160.java,weakrand,true,"CWE-330"
BenchmarkTest00161.java,weakrand,true,"CWE-330"
BenchmarkTest00162.java,weakrand,true,"CWE-330"
BenchmarkTest00163.java,weakrand,true,"CWE-330"
BenchmarkTest00164.java,weakrand,true,"CWE-330"
BenchmarkTest00165.java,weakrand,true,"CWE-330"
BenchmarkTest00166.java,weakrand,true,"CWE-330"
BenchmarkTest00167.java,weakrand,true,"CWE-330"
BenchmarkTest00168.java,weakrand,true,"CWE-330"
BenchmarkTest00169.java,securecookie,true,"CWE-614"
BenchmarkTest00170.java,securecookie,true,"CWE-614"
BenchmarkTest00171.java,cmdi,false,"CWE-78"
BenchmarkTest00172.java,cmdi,true,"CWE-78"
BenchmarkTest00173.java,cmdi,true,"CWE-78"
BenchmarkTest00174.java,cmdi,true,"CWE-78"
BenchmarkTest00175.java,cmdi,false,"CWE-78"
BenchmarkTest00176.java,cmdi,true,"CWE-78"
BenchmarkTest00177.java,cmdi,false,"CWE-78"
BenchmarkTest00178.java,weakrand,false,"CWE-330"
BenchmarkTest00179.java,weakrand,false,"CWE-330"
BenchmarkTest00180.java,weakrand,false,"CWE-330"
BenchmarkTest00181.java,weakrand,false,"CWE-330"
BenchmarkTest00182.java,weakrand,false,"CWE-330"
BenchmarkTest00183.java,weakrand,false,"CWE-330"
BenchmarkTest00184.java,weakrand,false,"CWE-330"
BenchmarkTest00185.java,weakrand,false,"CWE-330"
BenchmarkTest00186.java,weakrand,false,"CWE-330"
BenchmarkTest00187.java,weakrand,false,"CWE-330"
BenchmarkTest00188.java,weakrand,false,"CWE-330"
BenchmarkTest00190.java,sqli,false,"CWE-89"
BenchmarkTest00191.java,sqli,false,"CWE-89"
BenchmarkTest00192.java,sqli,true,"CWE-89"
BenchmarkTest00193.java,sqli,true,"CWE-89"
BenchmarkTest00194.java,sqli,true,"CWE-89"
BenchmarkTest00195.java,sqli,true,"CWE-89"
BenchmarkTest00196.java,sqli,true,"CWE-89"
BenchmarkTest00197.java,sqli,false,"CWE-89"
BenchmarkTest00198.java,sqli,true,"CWE-89"
BenchmarkTest00199.java,sqli,true,"CWE-89"
BenchmarkTest00200.java,sqli,false,"CWE-89"
BenchmarkTest00201.java,sqli,false,"CWE-89"
BenchmarkTest00202.java,sqli,false,"CWE-89"
BenchmarkTest00203.java,sqli,true,"CWE-89"
BenchmarkTest00204.java,sqli,true,"CWE-89"
BenchmarkTest00205.java,sqli,false,"CWE-89"
BenchmarkTest00206.java,sqli,false,"CWE-89"
BenchmarkTest00207.java,xpathi,true,"CWE-643"
BenchmarkTest00208.java,crypto,true,"CWE-327"
BenchmarkTest00209.java,crypto,false,"CWE-327"
BenchmarkTest00210.java,crypto,true,"CWE-327"
BenchmarkTest00211.java,crypto,false,"CWE-327"
BenchmarkTest00212.java,crypto,false,"CWE-327"
BenchmarkTest00213.java,crypto,false,"CWE-327"
BenchmarkTest00214.java,crypto,false,"CWE-327"
BenchmarkTest00215.java,pathtraver,true,"CWE-22"
BenchmarkTest00216.java,pathtraver,true,"CWE-22"
BenchmarkTest00217.java,pathtraver,false,"CWE-22"
BenchmarkTest00218.java,pathtraver,true,"CWE-22"
BenchmarkTest00219.java,pathtraver,true,"CWE-22"
BenchmarkTest00220.java,pathtraver,false,"CWE-22"
BenchmarkTest00221.java,pathtraver,false,"CWE-22"
BenchmarkTest00222.java,pathtraver,true,"CWE-22"
BenchmarkTest00223.java,hash,true,"CWE-328"
BenchmarkTest00224.java,hash,false,"CWE-328"
BenchmarkTest00225.java,hash,false,"CWE-328"
BenchmarkTest00226.java,hash,true,"CWE-328"
BenchmarkTest00227.java,hash,true,"CWE-328"
BenchmarkTest00228.java,hash,false,"CWE-328"
BenchmarkTest00229.java,hash,false,"CWE-328"
BenchmarkTest00230.java,weakrand,true,"CWE-330"
BenchmarkTest00231.java,weakrand,true,"CWE-330"
BenchmarkTest00232.java,weakrand,true,"CWE-330"
BenchmarkTest00233.java,weakrand,true,"CWE-330"
BenchmarkTest00234.java,weakrand,true,"CWE-330"
BenchmarkTest00235.java,weakrand,true,"CWE-330"
BenchmarkTest00236.java,weakrand,true,"CWE-330"
BenchmarkTest00237.java,weakrand,true,"CWE-330"
BenchmarkTest00238.java,weakrand,true,"CWE-330"
BenchmarkTest00239.java,weakrand,true,"CWE-330"
BenchmarkTest00240.java,weakrand,true,"CWE-330"
BenchmarkTest00241.java,securecookie,true,"CWE-614"
BenchmarkTest00242.java,securecookie,false,"CWE-614"
BenchmarkTest00243.java,weakrand,false,"CWE-330"
BenchmarkTest00244.java,weakrand,false,"CWE-330"
BenchmarkTest00245.java,weakrand,false,"CWE-330"
BenchmarkTest00246.java,weakrand,false,"CWE-330"
BenchmarkTest00247.java,weakrand,false,"CWE-330"
BenchmarkTest00248.java,weakrand,false,"CWE-330"
BenchmarkTest00249.java,weakrand,false,"CWE-330"
BenchmarkTest00254.java,crypto,true,"CWE-327"
BenchmarkTest00255.java,crypto,false,"CWE-327"
BenchmarkTest00256.java,crypto,true,"CWE-327"
BenchmarkTest00257.java,crypto,true,"CWE-327"
BenchmarkTest00258.java,crypto,true,"CWE-327"
BenchmarkTest00259.java,crypto,false,"CWE-327"
BenchmarkTest00260.java,crypto,false,"CWE-327"
BenchmarkTest00261.java,pathtraver,false,"CWE-22"
BenchmarkTest00262.java,pathtraver,true,"CWE-22"
BenchmarkTest00263.java,pathtraver,false,"CWE-22"
BenchmarkTest00264.java,pathtraver,true,"CWE-22"
BenchmarkTest00265.java,pathtraver,false,"CWE-22"
BenchmarkTest00266.java,hash,true,"CWE-328"
BenchmarkTest00267.java,hash,true,"CWE-328"
BenchmarkTest00268.java,hash,true,"CWE-328"
BenchmarkTest00269.java,hash,true,"CWE-328"
BenchmarkTest00270.java,hash,false,"CWE-328"
BenchmarkTest00271.java,hash,false,"CWE-328"
BenchmarkTest00272.java,hash,true,"CWE-328"
BenchmarkTest00273.java,hash,true,"CWE-328"
BenchmarkTest00274.java,hash,true,"CWE-328"
BenchmarkTest00275.java,xss,false,"CWE-79"
BenchmarkTest00276.java,xss,true,"CWE-79"
BenchmarkTest00277.java,xss,false,"CWE-79"
BenchmarkTest00278.java,xss,false,"CWE-79"
BenchmarkTest00279.java,xss,true,"CWE-79"
BenchmarkTest00280.java,xss,true,"CWE-79"
BenchmarkTest00281.java,xss,false,"CWE-79"
BenchmarkTest00282.java,xss,false,"CWE-79"
BenchmarkTest00283.java,xss,false,"CWE-79"
BenchmarkTest00284.java,xss,true,"CWE-79"
BenchmarkTest00285.java,xss,false,"CWE-79"
BenchmarkTest00286.java,xss,false,"CWE-79"
BenchmarkTest00287.java,xss,true,"CWE-79"
BenchmarkTest00288.java,xss,false,"CWE-79"
BenchmarkTest00289.java,xss,false,"CWE-79"
BenchmarkTest00290.java,xss,true,"CWE-79"
BenchmarkTest00291.java,xss,true,"CWE-79"
BenchmarkTest00292.java,xss,true,"CWE-79"
BenchmarkTest00293.java,cmdi,true,"CWE-78"
BenchmarkTest00294.java,cmdi,true,"CWE-78"
BenchmarkTest00295.java,cmdi,true,"CWE-78"
BenchmarkTest00296.java,weakrand,true,"CWE-330"
BenchmarkTest00297.java,weakrand,true,"CWE-330"
BenchmarkTest00298.java,weakrand,true,"CWE-330"
BenchmarkTest00299.java,weakrand,true,"CWE-330"
BenchmarkTest00300.java,securecookie,true,"CWE-614"
BenchmarkTest00301.java,xss,true,"CWE-79"
BenchmarkTest00302.java,cmdi,true,"CWE-78"
BenchmarkTest00303.java,cmdi,true,"CWE-78"
BenchmarkTest00304.java,cmdi,true,"CWE-78"
BenchmarkTest00305.java,cmdi,false,"CWE-78"
BenchmarkTest00306.java,cmdi,true,"CWE-78"
BenchmarkTest00307.java,cmdi,false,"CWE-78"
BenchmarkTest00308.java,cmdi,false,"CWE-78"
BenchmarkTest00309.java,cmdi,false,"CWE-78"
BenchmarkTest00310.java,cmdi,false,"CWE-78"
BenchmarkTest00311.java,cmdi,true,"CWE-78"
BenchmarkTest00312.java,weakrand,false,"CWE-330"
BenchmarkTest00313.java,weakrand,false,"CWE-330"
BenchmarkTest00314.java,weakrand,false,"CWE-330"
BenchmarkTest00315.java,weakrand,false,"CWE-330"
BenchmarkTest00316.java,weakrand,false,"CWE-330"
BenchmarkTest00317.java,weakrand,false,"CWE-330"
BenchmarkTest00318.java,weakrand,false,"CWE-330"
BenchmarkTest00319.java,weakrand,false,"CWE-330"
BenchmarkTest00320.java,weakrand,false,"CWE-330"
BenchmarkTest00328.java,sqli,true,"CWE-89"
BenchmarkTest00329.java,sqli,false,"CWE-89"
BenchmarkTest00330.java,sqli,false,"CWE-89"
BenchmarkTest00331.java,sqli,false,"CWE-89"
BenchmarkTest00332.java,sqli,false,"CWE-89"
BenchmarkTest00333.java,sqli,false,"CWE-89"
BenchmarkTest00334.java,sqli,false,"CWE-89"
BenchmarkTest00335.java,sqli,true,"CWE-89"
BenchmarkTest00336.java,sqli,false,"CWE-89"
BenchmarkTest00337.java,sqli,true,"CWE-89"
BenchmarkTest00338.java,sqli,false,"CWE-89"
BenchmarkTest00339.java,sqli,true,"CWE-89"
BenchmarkTest00340.java,sqli,false,"CWE-89"
BenchmarkTest00341.java,sqli,true,"CWE-89"
BenchmarkTest00342.java,sqli,true,"CWE-89"
BenchmarkTest00343.java,sqli,false,"CWE-89"
BenchmarkTest00344.java,sqli,false,"CWE-89"
BenchmarkTest00345.java,crypto,false,"CWE-327"
BenchmarkTest00346.java,hash,true,"CWE-328"
BenchmarkTest00347.java,weakrand,true,"CWE-330"
BenchmarkTest00348.java,securecookie,true,"CWE-614"
BenchmarkTest00349.java,weakrand,false,"CWE-330"
BenchmarkTest00350.java,crypto,false,"CWE-327"
BenchmarkTest00351.java,crypto,false,"CWE-327"
BenchmarkTest00352.java,crypto,false,"CWE-327"
BenchmarkTest00353.java,crypto,false,"CWE-327"
BenchmarkTest00354.java,crypto,true,"CWE-327"
BenchmarkTest00355.java,crypto,true,"CWE-327"
BenchmarkTest00356.java,crypto,true,"CWE-327"
BenchmarkTest00357.java,crypto,false,"CWE-327"
BenchmarkTest00358.java,crypto,false,"CWE-327"
BenchmarkTest00359.java,pathtraver,true,"CWE-22"
BenchmarkTest00360.java,pathtraver,true,"CWE-22"
BenchmarkTest00361.java,pathtraver,false,"CWE-22"
BenchmarkTest00362.java,pathtraver,true,"CWE-22"
BenchmarkTest00363.java,pathtraver,true,"CWE-22"
BenchmarkTest00364.java,pathtraver,false,"CWE-22"
BenchmarkTest00365.java,pathtraver,false,"CWE-22"
BenchmarkTest00366.java,pathtraver,false,"CWE-22"
BenchmarkTest00367.java,ldapi,false,"CWE-90"
BenchmarkTest00368.java,weakrand,true,"CWE-330"
BenchmarkTest00369.java,weakrand,true,"CWE-330"
BenchmarkTest00370.java,hash,false,"CWE-328"
BenchmarkTest00371.java,hash,true,"CWE-328"
BenchmarkTest00372.java,hash,true,"CWE-328"
BenchmarkTest00373.java,hash,false,"CWE-328"
BenchmarkTest00374.java,hash,true,"CWE-328"
BenchmarkTest00375.java,xss,true,"CWE-79"
BenchmarkTest00376.java,xss,true,"CWE-79"
BenchmarkTest00377.java,xss,false,"CWE-79"
BenchmarkTest00378.java,xss,true,"CWE-79"
BenchmarkTest00379.java,xss,false,"CWE-79"
BenchmarkTest00380.java,xss,true,"CWE-79"
BenchmarkTest00381.java,xss,false,"CWE-79"
BenchmarkTest00382.java,xss,true,"CWE-79"
BenchmarkTest00383.java,xss,true,"CWE-79"
BenchmarkTest00384.java,xss,true,"CWE-79"
BenchmarkTest00385.java,xss,true,"CWE-79"
BenchmarkTest00386.java,xss,false,"CWE-79"
BenchmarkTest00387.java,xss,true,"CWE-79"
BenchmarkTest00388.java,xss,true,"CWE-79"
BenchmarkTest00389.java,xss,false,"CWE-79"
BenchmarkTest00390.java,xss,true,"CWE-79"
BenchmarkTest00391.java,xss,false,"CWE-79"
BenchmarkTest00392.java,xss,true,"CWE-79"
BenchmarkTest00393.java,xss,false,"CWE-79"
BenchmarkTest00394.java,xss,false,"CWE-79"
BenchmarkTest00395.java,xss,true,"CWE-79"
BenchmarkTest00396.java,cmdi,false,"CWE-78"
BenchmarkTest00397.java,weakrand,true,"CWE-330"
BenchmarkTest00398.java,weakrand,true,"CWE-330"
BenchmarkTest00399.java,weakrand,true,"CWE-330"
BenchmarkTest00400.java,weakrand,true,"CWE-330"
BenchmarkTest00401.java,weakrand,true,"CWE-330"
BenchmarkTest00402.java,weakrand,true,"CWE-330"
BenchmarkTest00403.java,securecookie,true,"CWE-614"
BenchmarkTest00404.java,securecookie,false,"CWE-614"
BenchmarkTest00405.java,securecookie,false,"CWE-614"
BenchmarkTest00406.java,cmdi,false,"CWE-78"
BenchmarkTest00407.java,cmdi,true,"CWE-78"
BenchmarkTest00408.java,cmdi,false,"CWE-78"
BenchmarkTest00409.java,cmdi,true,"CWE-78"
BenchmarkTest00410.java,cmdi,false,"CWE-78"
BenchmarkTest00411.java,cmdi,false,"CWE-78"
BenchmarkTest00412.java,cmdi,false,"CWE-78"
BenchmarkTest00413.java,weakrand,false,"CWE-330"
BenchmarkTest00414.java,weakrand,false,"CWE-330"
BenchmarkTest00415.java,weakrand,false,"CWE-330"
BenchmarkTest00416.java,weakrand,false,"CWE-330"
BenchmarkTest00417.java,weakrand,false,"CWE-330"
BenchmarkTest00418.java,weakrand,false,"CWE-330"
BenchmarkTest00419.java,weakrand,false,"CWE-330"
BenchmarkTest00420.java,weakrand,false,"CWE-330"
BenchmarkTest00421.java,weakrand,false,"CWE-330"
BenchmarkTest00422.java,weakrand,false,"CWE-330"
BenchmarkTest00423.java,weakrand,false,"CWE-330"
BenchmarkTest00428.java,sqli,true,"CWE-89"
BenchmarkTest00429.java,sqli,true,"CWE-89"
BenchmarkTest00430.java,sqli,false,"CWE-89"
BenchmarkTest00431.java,sqli,true,"CWE-89"
BenchmarkTest00432.java,sqli,false,"CWE-89"
BenchmarkTest00433.java,sqli,true,"CWE-89"
BenchmarkTest00434.java,sqli,true,"CWE-89"
BenchmarkTest00435.java,sqli,true,"CWE-89"
BenchmarkTest00436.java,sqli,false,"CWE-89"
BenchmarkTest00437.java,sqli,false,"CWE-89"
BenchmarkTest00438.java,sqli,true,"CWE-89"
BenchmarkTest00439.java,sqli,true,"CWE-89"
BenchmarkTest00440.java,sqli,false,"CWE-89"
BenchmarkTest00441.java,sqli,true,"CWE-89"
BenchmarkTest00442.java,xpathi,true,"CWE-643"
BenchmarkTest00443.java,crypto,false,"CWE-327"
BenchmarkTest00444.java,crypto,false,"CWE-327"
BenchmarkTest00445.java,crypto,true,"CWE-327"
BenchmarkTest00446.java,crypto,true,"CWE-327"
BenchmarkTest00447.java,crypto,false,"CWE-327"
BenchmarkTest00448.java,crypto,true,"CWE-327"
BenchmarkTest00449.java,crypto,true,"CWE-327"
BenchmarkTest00450.java,crypto,false,"CWE-327"
BenchmarkTest00451.java,crypto,false,"CWE-327"
BenchmarkTest00452.java,pathtraver,true,"CWE-22"
BenchmarkTest00453.java,pathtraver,true,"CWE-22"
BenchmarkTest00454.java,pathtraver,false,"CWE-22"
BenchmarkTest00455.java,pathtraver,true,"CWE-22"
BenchmarkTest00456.java,pathtraver,true,"CWE-22"
BenchmarkTest00457.java,pathtraver,true,"CWE-22"
BenchmarkTest00458.java,pathtraver,false,"CWE-22"
BenchmarkTest00459.java,pathtraver,true,"CWE-22"
BenchmarkTest00460.java,pathtraver,false,"CWE-22"
BenchmarkTest00461.java,weakrand,true,"CWE-330"
BenchmarkTest00462.java,hash,true,"CWE-328"
BenchmarkTest00463.java,hash,false,"CWE-328"
BenchmarkTest00464.java,hash,true,"CWE-328"
BenchmarkTest00465.java,hash,true,"CWE-328"
BenchmarkTest00466.java,hash,false,"CWE-328"
BenchmarkTest00467.java,xss,true,"CWE-79"
BenchmarkTest00468.java,xss,false,"CWE-79"
BenchmarkTest00469.java,xss,false,"CWE-79"
BenchmarkTest00470.java,xss,false,"CWE-79"
BenchmarkTest00471.java,xss,false,"CWE-79"
BenchmarkTest00472.java,xss,true,"CWE-79"
BenchmarkTest00473.java,xss,true,"CWE-79"
BenchmarkTest00474.java,xss,false,"CWE-79"
BenchmarkTest00475.java,xss,true,"CWE-79"
BenchmarkTest00476.java,xss,false,"CWE-79"
BenchmarkTest00477.java,xss,true,"CWE-79"
BenchmarkTest00478.java,xss,true,"CWE-79"
BenchmarkTest00479.java,xss,false,"CWE-79"
BenchmarkTest00480.java,cmdi,true,"CWE-78"
BenchmarkTest00481.java,cmdi,false,"CWE-78"
BenchmarkTest00482.java,weakrand,true,"CWE-330"
BenchmarkTest00483.java,weakrand,true,"CWE-330"
BenchmarkTest00484.java,weakrand,true,"CWE-330"
BenchmarkTest00485.java,weakrand,true,"CWE-330"
BenchmarkTest00486.java,weakrand,true,"CWE-330"
BenchmarkTest00487.java,weakrand,true,"CWE-330"
BenchmarkTest00488.java,weakrand,true,"CWE-330"
BenchmarkTest00489.java,weakrand,true,"CWE-330"
BenchmarkTest00490.java,weakrand,true,"CWE-330"
BenchmarkTest00491.java,securecookie,true,"CWE-614"
BenchmarkTest00492.java,xss,true,"CWE-79"
BenchmarkTest00493.java,xss,false,"CWE-79"
BenchmarkTest00494.java,cmdi,false,"CWE-78"
BenchmarkTest00495.java,cmdi,true,"CWE-78"
BenchmarkTest00496.java,cmdi,true,"CWE-78"
BenchmarkTest00497.java,cmdi,true,"CWE-78"
BenchmarkTest00498.java,cmdi,true,"CWE-78"
BenchmarkTest00499.java,cmdi,true,"CWE-78"
BenchmarkTest00500.java,cmdi,true,"CWE-78"
BenchmarkTest00501.java,weakrand,false,"CWE-330"
BenchmarkTest00502.java,weakrand,false,"CWE-330"
BenchmarkTest00503.java,weakrand,false,"CWE-330"
BenchmarkTest00504.java,weakrand,false,"CWE-330"
BenchmarkTest00505.java,weakrand,false,"CWE-330"
BenchmarkTest00506.java,weakrand,false,"CWE-330"
BenchmarkTest00507.java,weakrand,false,"CWE-330"
BenchmarkTest00509.java,sqli,false,"CWE-89"
BenchmarkTest00510.java,sqli,true,"CWE-89"
BenchmarkTest00511.java,sqli,false,"CWE-89"
BenchmarkTest00512.java,sqli,true,"CWE-89"
BenchmarkTest00513.java,sqli,false,"CWE-89"
BenchmarkTest00514.java,sqli,false,"CWE-89"
BenchmarkTest00515.java,sqli,true,"CWE-89"
BenchmarkTest00516.java,sqli,true,"CWE-89"
BenchmarkTest00517.java,sqli,false,"CWE-89"
BenchmarkTest00518.java,sqli,true,"CWE-89"
BenchmarkTest00519.java,sqli,false,"CWE-89"
BenchmarkTest00520.java,xpathi,false,"CWE-643"
BenchmarkTest00521.java,crypto,true,"CWE-327"
BenchmarkTest00522.java,crypto,true,"CWE-327"
BenchmarkTest00523.java,crypto,false,"CWE-327"
BenchmarkTest00524.java,crypto,false,"CWE-327"
BenchmarkTest00525.java,pathtraver,true,"CWE-22"
BenchmarkTest00526.java,pathtraver,true,"CWE-22"
BenchmarkTest00527.java,pathtraver,true,"CWE-22"
BenchmarkTest00528.java,pathtraver,true,"CWE-22"
BenchmarkTest00529.java,pathtraver,true,"CWE-22"
BenchmarkTest00530.java,ldapi,false,"CWE-90"
BenchmarkTest00531.java,hash,true,"CWE-328"
BenchmarkTest00532.java,hash,true,"CWE-328"
