model,prompting_type,cwe,direct_match_percentage,tp,fp,tn,fn,accuracy,precision,recall,f1,avg_input_tokens,avg_reasoning_tokens,avg_output_tokens,avg_cost,total_cost,avg_time,total_errors
gpt-5-mini,zero-shot,CWE-89,1.0000,272,39,193,0,0.9226,0.8746,1.0000,0.9331,595.3095,1057.6508,15.9405,0.0023,1.1572,13.9376,0
gpt-5-mini,zero-shot,CWE-330,0.6389,216,108,167,2,0.7769,0.6667,0.9908,0.7970,845.3813,1902.4746,16.7789,0.0040,1.9966,20.5657,0
gpt-5-mini,zero-shot,CWE-90,1.0000,27,5,27,0,0.9153,0.8438,1.0000,0.9153,829.2712,1009.8983,18.1356,0.0023,0.1335,12.0783,0
gpt-5-mini,zero-shot,CWE-79,1.0000,246,38,171,0,0.9165,0.8662,1.0000,0.9283,455.9231,768.4220,14.3868,0.0017,0.7642,9.6465,0
gpt-5-mini,zero-shot,CWE-614,1.0000,30,0,31,6,0.9104,1.0000,0.8333,0.9091,652.5373,1595.2239,16.9254,0.0034,0.2270,18.9365,0
gpt-5-mini,zero-shot,CWE-643,1.0000,15,2,18,0,0.9429,0.8824,1.0000,0.9375,769.1429,1201.3714,13.4000,0.0026,0.0918,13.6664,0
gpt-5-mini,zero-shot,all,0.8271,1286,299,983,46,0.8680,0.8114,0.9655,0.8817,695.4862,1349.9005,16.4277,0.0029,7.5977,15.6657,0
gpt-5-nano,few-shot,CWE-22,1.0000,118,26,109,15,0.8470,0.8194,0.8872,0.8520,873.8619,2143.2836,14.8918,0.0009,0.2431,13.0844,0
gpt-5-nano,few-shot,CWE-328,0.7207,104,7,100,25,0.8644,0.9369,0.8062,0.8667,1113.4619,3261.0169,15.8136,0.0014,0.3225,18.0643,0
gpt-5-nano,few-shot,CWE-327,0.8839,129,26,90,1,0.8902,0.8323,0.9923,0.9053,1294.8252,3300.6829,17.6423,0.0014,0.3424,18.3721,0
gpt-5-nano,few-shot,CWE-78,0.7396,126,43,82,0,0.8287,0.7456,1.0000,0.8542,852.3347,2111.7450,14.1275,0.0009,0.2241,13.1481,0
gpt-5-nano,few-shot,CWE-89,1.0000,272,74,158,0,0.8532,0.7861,1.0000,0.8803,850.3095,1844.3175,14.7063,0.0008,0.3962,11.9843,0
gpt-5-nano,few-shot,CWE-330,0.6399,208,78,197,10,0.8215,0.7273,0.9541,0.8254,1100.3813,3522.4665,16.2921,0.0015,0.7250,19.0074,0
gpt-5-nano,few-shot,CWE-90,1.0000,26,15,17,1,0.7288,0.6341,0.9630,0.7647,1084.2712,1973.1525,16.0169,0.0008,0.0501,12.7260,0
gpt-5-nano,few-shot,CWE-79,1.0000,245,34,175,1,0.9231,0.8781,0.9959,0.9333,710.9231,1761.1956,14.4681,0.0007,0.3393,11.2133,0
gpt-5-nano,few-shot,CWE-614,1.0000,19,2,29,17,0.7164,0.9048,0.5278,0.6667,907.5373,2755.8209,14.7463,0.0012,0.0773,15.6420,0
gpt-5-nano,few-shot,CWE-643,1.0000,14,8,12,1,0.7429,0.6364,0.9333,0.7568,1024.1429,2159.5429,14.2571,0.0009,0.0322,13.2241,0
gpt-5-nano,few-shot,all,0.8755,1261,313,969,71,0.8531,0.8011,0.9467,0.8679,950.4862,2498.1301,15.3282,0.0011,2.7523,14.6763,0
gpt-5-nano,zero-shot,CWE-22,0.9632,118,18,117,15,0.8769,0.8676,0.8872,0.8773,618.8619,2468.5373,15.4291,0.0010,0.2746,13.3031,0
gpt-5-nano,zero-shot,CWE-328,0.0286,96,9,98,33,0.8220,0.9143,0.7442,0.8205,858.4619,3608.9492,16.3220,0.0015,0.3524,18.2188,0
gpt-5-nano,zero-shot,CWE-327,1.0000,130,33,83,0,0.8659,0.7975,1.0000,0.8874,1039.8252,3594.6667,18.1341,0.0015,0.3683,18.9452,0
gpt-5-nano,zero-shot,CWE-78,0.7898,126,31,94,0,0.8765,0.8025,1.0000,0.8905,597.3347,2492.4303,14.3466,0.0010,0.2592,13.8433,0
gpt-5-nano,zero-shot,CWE-89,1.0000,272,51,181,0,0.8988,0.8421,1.0000,0.9143,595.3095,2031.3651,14.9345,0.0008,0.4275,11.9612,0
gpt-5-nano,zero-shot,CWE-330,0.6621,199,94,181,19,0.7708,0.6792,0.9128,0.7789,845.3813,4266.7099,16.4300,0.0018,0.8655,21.2956,0
gpt-5-nano,zero-shot,CWE-90,1.0000,27,11,21,0,0.8136,0.7105,1.0000,0.8308,829.2712,2442.8475,17.2203,0.0010,0.0605,13.5835,0
gpt-5-nano,zero-shot,CWE-79,1.0000,244,28,181,2,0.9341,0.8971,0.9919,0.9421,455.9231,1970.2154,14.4835,0.0008,0.3716,11.2291,0
gpt-5-nano,zero-shot,CWE-614,1.0000,16,0,31,20,0.7015,1.0000,0.4444,0.6154,652.5373,3118.8060,14.9701,0.0013,0.0862,16.8239,0
gpt-5-nano,zero-shot,CWE-643,1.0000,15,2,18,0,0.9429,0.8824,1.0000,0.9375,769.1429,3115.8857,14.8000,0.0013,0.0452,16.8666,0
gpt-5-nano,zero-shot,all,0.8428,1243,277,1005,89,0.8600,0.8178,0.9332,0.8717,695.4862,2872.6305,15.6094,0.0012,3.1108,15.3617,0
gpt-5,few-shot,CWE-22,1.0000,114,8,127,19,0.8993,0.9344,0.8571,0.8941,873.8619,2058.5075,13.7910,0.0218,5.8465,54.4911,0
gpt-5,few-shot,CWE-328,0.7521,93,24,83,36,0.7458,0.7949,0.7209,0.7561,1113.4619,3021.2881,14.6610,0.0318,7.4933,83.2906,0
gpt-5,few-shot,CWE-327,1.0000,124,27,89,6,0.8659,0.8212,0.9538,0.8826,1294.8252,3645.6585,15.5244,0.0382,9.4047,101.6229,0
gpt-5,few-shot,CWE-78,1.0000,117,15,110,9,0.9044,0.8864,0.9286,0.9070,852.3347,2261.9283,13.9163,0.0238,5.9798,60.4992,0
gpt-5,few-shot,CWE-89,1.0000,272,27,205,0,0.9464,0.9097,1.0000,0.9527,850.3095,1923.9365,14.0635,0.0204,10.3032,51.7949,0
gpt-5,few-shot,CWE-330,0.4951,180,24,251,38,0.8742,0.8824,0.8257,0.8531,1100.3813,3577.2495,12.9128,0.0373,18.3776,95.5801,0
gpt-5,few-shot,CWE-90,1.0000,27,5,27,0,0.9153,0.8438,1.0000,0.9153,1084.2712,1961.2203,14.3220,0.0211,1.2455,50.5595,0
gpt-5,few-shot,CWE-79,1.0000,246,21,188,0,0.9538,0.9213,1.0000,0.9591,710.9231,1177.6000,13.7099,0.0128,5.8248,34.4090,0
gpt-5,few-shot,CWE-614,1.0000,35,0,31,1,0.9851,1.0000,0.9722,0.9859,907.5373,2676.5373,13.4776,0.0280,1.8783,69.5068,0
gpt-5,few-shot,CWE-643,1.0000,15,2,18,0,0.9429,0.8824,1.0000,0.9375,1024.1429,2358.8571,14.0286,0.0250,0.8753,63.2723,0
gpt-5,few-shot,all,0.9041,1223,153,1129,109,0.8998,0.8888,0.9182,0.9032,950.4862,2439.1492,13.9246,0.0257,67.2291,66.2513,0
gpt-5,zero-shot,CWE-22,1.0000,107,7,128,26,0.8769,0.9386,0.8045,0.8664,618.8619,2410.9851,14.5410,0.0250,6.7077,58.5382,0
gpt-5,zero-shot,CWE-328,0.3028,88,21,86,41,0.7373,0.8073,0.6822,0.7395,858.4619,3774.6441,16.7203,0.0390,9.2009,87.8037,0
gpt-5,zero-shot,CWE-327,1.0000,115,24,92,15,0.8415,0.8273,0.8846,0.8550,1039.8252,4088.7154,15.7073,0.0423,10.4166,96.1380,0
gpt-5,zero-shot,CWE-78,1.0000,121,13,112,5,0.9283,0.9030,0.9603,0.9308,597.3347,2442.7092,13.9442,0.0253,6.3536,59.2165,0
gpt-5,zero-shot,CWE-89,1.0000,272,27,205,0,0.9464,0.9097,1.0000,0.9527,595.3095,2061.9683,14.1151,0.0215,10.8385,50.0331,0
gpt-5,zero-shot,CWE-330,0.6224,136,7,268,82,0.8195,0.9510,0.6239,0.7535,845.3813,3853.8905,12.7018,0.0397,19.5833,93.5377,0
gpt-5,zero-shot,CWE-90,1.0000,27,5,27,0,0.9153,0.8438,1.0000,0.9153,829.2712,2306.1695,14.2034,0.0242,1.4302,59.1762,0
gpt-5,zero-shot,CWE-79,1.0000,244,21,188,2,0.9495,0.9208,0.9919,0.9550,455.9231,1312.2110,13.7143,0.0138,6.2923,36.1347,0
gpt-5,zero-shot,CWE-614,1.0000,34,0,31,2,0.9701,1.0000,0.9444,0.9714,652.5373,3395.8209,13.5224,0.0349,2.3389,82.2014,0
gpt-5,zero-shot,CWE-643,1.0000,15,1,19,0,0.9714,0.9375,1.0000,0.9677,769.1429,2764.8000,14.6000,0.0288,1.0064,70.3531,0
gpt-5,zero-shot,all,0.8988,1159,126,1156,173,0.8856,0.9019,0.8701,0.8857,695.4862,2736.2326,14.1844,0.0284,74.1684,66.6245,0
mistral-medium-2505,cot,CWE-22,1.0000,132,113,22,1,0.5746,0.5388,0.9925,0.6984,679.5468,0.0000,418.7753,0.0011,0.2962,10.2087,1
mistral-medium-2505,cot,CWE-328,0.0417,108,36,71,21,0.7585,0.7500,0.8372,0.7912,922.7373,0.0000,650.9025,0.0017,0.3943,14.8525,0
mistral-medium-2505,cot,CWE-327,0.9921,89,37,79,41,0.6829,0.7063,0.6846,0.6953,1124.8821,0.0000,628.6545,0.0017,0.4200,14.2211,0
mistral-medium-2505,cot,CWE-78,1.0000,125,123,2,1,0.5060,0.5040,0.9921,0.6684,650.2360,0.0000,379.5200,0.0010,0.2548,9.2720,1
mistral-medium-2505,cot,CWE-89,1.0000,272,215,17,0,0.5734,0.5585,1.0000,0.7167,655.0020,0.0000,405.9405,0.0011,0.5412,9.8114,0
mistral-medium-2505,cot,CWE-330,0.9606,214,167,108,4,0.6531,0.5617,0.9817,0.7145,912.3996,0.0000,518.4564,0.0014,0.6911,12.2165,0
mistral-medium-2505,cot,CWE-90,1.0000,24,23,9,3,0.5593,0.5106,0.8889,0.6486,924.1186,0.0000,393.3559,0.0012,0.0682,9.8184,0
mistral-medium-2505,cot,CWE-79,1.0000,245,190,19,1,0.5802,0.5632,0.9959,0.7195,508.3612,0.0000,382.4053,0.0010,0.4395,9.3537,1
mistral-medium-2505,cot,CWE-614,1.0000,29,2,29,7,0.8657,0.9355,0.8056,0.8657,709.3881,0.0000,510.5522,0.0013,0.0874,11.5548,0
mistral-medium-2505,cot,CWE-643,1.0000,15,17,3,0,0.5143,0.4688,1.0000,0.6383,846.0857,0.0000,424.1143,0.0012,0.0415,10.0766,0
mistral-medium-2505,cot,all,0.9292,1253,923,359,79,0.6167,0.5758,0.9407,0.7144,758.6672,0.0000,467.6442,0.0012,3.2344,11.0945,3
mistral-medium-2505,few-shot,CWE-22,1.0000,133,135,0,0,0.4963,0.4963,1.0000,0.6633,917.0522,0.0000,12.2388,0.0004,0.1049,1.7868,0
mistral-medium-2505,few-shot,CWE-328,0.3915,129,106,1,0,0.5508,0.5489,1.0000,0.7088,1160.7373,0.0000,19.8051,0.0005,0.1189,1.8403,0
mistral-medium-2505,few-shot,CWE-327,1.0000,124,115,1,6,0.5081,0.5188,0.9538,0.6721,1362.8821,0.0000,25.2358,0.0006,0.1465,1.9372,0
mistral-medium-2505,few-shot,CWE-78,1.0000,126,125,0,0,0.5020,0.5020,1.0000,0.6684,888.2311,0.0000,12.2869,0.0004,0.0953,1.5589,0
mistral-medium-2505,few-shot,CWE-89,1.0000,272,231,1,0,0.5417,0.5408,1.0000,0.7019,893.0020,0.0000,13.9702,0.0004,0.1941,1.6378,0
mistral-medium-2505,few-shot,CWE-330,1.0000,205,260,15,13,0.4462,0.4409,0.9404,0.6003,1150.3996,0.0000,13.2333,0.0005,0.2399,1.6270,0
mistral-medium-2505,few-shot,CWE-90,1.0000,27,32,0,0,0.4576,0.4576,1.0000,0.6279,1162.1186,0.0000,11.7119,0.0005,0.0288,1.5599,0
mistral-medium-2505,few-shot,CWE-79,1.0000,239,194,15,7,0.5582,0.5520,0.9715,0.7040,746.1700,0.0000,11.9095,0.0003,0.1460,1.5479,2
mistral-medium-2505,few-shot,CWE-614,1.0000,12,0,31,24,0.6418,1.0000,0.3333,0.5000,947.3881,0.0000,14.5373,0.0004,0.0273,1.5908,0
mistral-medium-2505,few-shot,CWE-643,1.0000,2,5,15,13,0.4857,0.2857,0.1333,0.1818,1084.0857,0.0000,13.3143,0.0005,0.0161,1.4221,0
mistral-medium-2505,few-shot,all,0.9422,1269,1203,79,63,0.5157,0.5133,0.9527,0.6672,996.6068,0.0000,14.6773,0.0004,1.1179,1.6685,2
mistral-medium-2505,zero-shot,CWE-22,1.0000,133,135,0,0,0.4963,0.4963,1.0000,0.6633,648.0522,0.0000,17.4366,0.0003,0.0788,1.7848,0
mistral-medium-2505,zero-shot,CWE-328,0.0043,129,104,3,0,0.5593,0.5536,1.0000,0.7127,891.7373,0.0000,21.8136,0.0004,0.0945,1.9158,0
mistral-medium-2505,zero-shot,CWE-327,1.0000,130,110,6,0,0.5528,0.5417,1.0000,0.7027,1093.8821,0.0000,27.4919,0.0005,0.1212,1.8842,0
mistral-medium-2505,zero-shot,CWE-78,1.0000,126,125,0,0,0.5020,0.5020,1.0000,0.6684,619.2311,0.0000,13.1912,0.0003,0.0688,1.7377,0
mistral-medium-2505,zero-shot,CWE-89,1.0000,272,232,0,0,0.5397,0.5397,1.0000,0.7010,624.0020,0.0000,13.2619,0.0003,0.1392,1.7805,0
mistral-medium-2505,zero-shot,CWE-330,1.0000,202,217,58,16,0.5274,0.4821,0.9266,0.6342,881.3996,0.0000,14.0304,0.0004,0.1876,1.6478,0
mistral-medium-2505,zero-shot,CWE-90,1.0000,27,31,1,0,0.4746,0.4655,1.0000,0.6353,893.1186,0.0000,11.2881,0.0004,0.0224,1.7585,0
mistral-medium-2505,zero-shot,CWE-79,1.0000,245,198,11,1,0.5626,0.5530,0.9959,0.7112,477.1476,0.0000,12.1806,0.0002,0.0977,2.0219,1
mistral-medium-2505,zero-shot,CWE-614,1.0000,11,0,31,25,0.6269,1.0000,0.3056,0.4681,678.3881,0.0000,14.8657,0.0003,0.0202,1.5158,0
mistral-medium-2505,zero-shot,CWE-643,1.0000,6,7,13,9,0.5429,0.4615,0.4000,0.4286,815.0857,0.0000,16.3143,0.0004,0.0126,1.5304,0
mistral-medium-2505,zero-shot,all,0.9049,1281,1159,123,51,0.5371,0.5250,0.9617,0.6792,727.5071,0.0000,15.7899,0.0003,0.8429,1.8051,1
o3,few-shot,CWE-22,1.0000,117,11,124,16,0.8993,0.9141,0.8797,0.8966,873.8619,689.4328,22.4142,0.0074,1.9946,15.1955,0
o3,few-shot,CWE-328,0.8854,89,7,100,40,0.8008,0.9271,0.6899,0.7911,1113.4619,965.6949,23.1525,0.0101,2.3925,20.6686,0
o3,few-shot,CWE-327,1.0000,129,27,89,1,0.8862,0.8269,0.9923,0.9021,1294.8252,930.0813,23.6626,0.0102,2.5140,21.4524,0
o3,few-shot,CWE-78,1.0000,124,15,110,2,0.9323,0.8921,0.9841,0.9358,852.3347,722.8685,22.7968,0.0077,1.9252,16.4893,0
o3,few-shot,CWE-89,1.0000,272,30,202,0,0.9405,0.9007,1.0000,0.9477,850.3095,644.8254,23.3710,0.0070,3.5513,15.2459,0
o3,few-shot,CWE-330,0.5298,215,104,171,3,0.7830,0.6740,0.9862,0.8007,1100.3813,1044.3813,22.7424,0.0107,5.2937,22.0907,0
o3,few-shot,CWE-90,1.0000,27,5,27,0,0.9153,0.8438,1.0000,0.9153,1084.2712,653.0169,25.1356,0.0076,0.4480,15.2810,0
o3,few-shot,CWE-79,1.0000,246,23,186,0,0.9495,0.9145,1.0000,0.9553,710.9231,490.1978,22.7802,0.0055,2.5142,11.8843,0
o3,few-shot,CWE-614,1.0000,33,0,31,3,0.9552,1.0000,0.9167,0.9565,907.5373,961.9104,23.3881,0.0097,0.6497,20.9874,0
o3,few-shot,CWE-643,1.0000,15,1,19,0,0.9714,0.9375,1.0000,0.9677,1024.1429,757.0286,22.5143,0.0083,0.2900,17.0195,0
o3,few-shot,all,0.8919,1267,223,1059,65,0.8898,0.8503,0.9512,0.8979,950.4862,770.9625,23.0329,0.0083,21.5732,17.3113,0
o3,zero-shot,CWE-22,0.9237,121,10,125,12,0.9179,0.9237,0.9098,0.9167,618.8619,625.4328,22.7127,0.0064,1.7213,17.2097,0
o3,zero-shot,CWE-328,0.0316,88,7,100,41,0.7966,0.9263,0.6822,0.7857,858.4619,880.2712,23.5763,0.0089,2.1117,23.4973,0
o3,zero-shot,CWE-327,1.0000,128,27,89,2,0.8821,0.8258,0.9846,0.8982,1039.8252,923.0569,24.2439,0.0097,2.3759,25.0348,0
o3,zero-shot,CWE-78,1.0000,123,17,108,3,0.9203,0.8786,0.9762,0.9248,597.3347,654.2789,23.1195,0.0066,1.6601,17.7589,0
o3,zero-shot,CWE-89,1.0000,272,33,199,0,0.9345,0.8918,1.0000,0.9428,595.3095,579.0476,23.2500,0.0060,3.0285,16.0746,0
o3,zero-shot,CWE-330,0.5146,217,92,183,1,0.8114,0.7023,0.9954,0.8235,845.3813,926.3773,22.7769,0.0093,4.5770,24.4747,0
o3,zero-shot,CWE-90,1.0000,27,6,26,0,0.8983,0.8182,1.0000,0.9000,829.2712,606.3729,25.2203,0.0067,0.3960,17.4792,0
o3,zero-shot,CWE-79,1.0000,246,27,182,0,0.9407,0.9011,1.0000,0.9480,455.9231,452.5011,22.7802,0.0047,2.1449,13.2995,0
o3,zero-shot,CWE-614,1.0000,34,0,31,2,0.9701,1.0000,0.9444,0.9714,652.5373,949.4925,23.7164,0.0091,0.6091,24.0383,0
o3,zero-shot,CWE-643,1.0000,15,1,19,0,0.9714,0.9375,1.0000,0.9677,769.1429,718.6286,22.2571,0.0075,0.2613,19.2541,0
o3,zero-shot,all,0.8310,1271,220,1062,61,0.8925,0.8524,0.9542,0.9005,695.4862,706.0566,23.1775,0.0072,18.8857,19.2457,0
o4-mini,few-shot,CWE-22,1.0000,121,11,124,12,0.9142,0.9167,0.9098,0.9132,873.8619,1138.1493,22.8060,0.0061,1.6266,14.6254,0
o4-mini,few-shot,CWE-328,0.5870,90,2,105,39,0.8263,0.9783,0.6977,0.8145,1113.4619,2048.0000,22.8517,0.0103,2.4394,25.9566,0
o4-mini,few-shot,CWE-327,0.9808,130,26,90,0,0.8943,0.8333,1.0000,0.9091,1294.8252,2125.2683,25.8171,0.0109,2.6787,25.7350,0
o4-mini,few-shot,CWE-78,1.0000,121,19,106,5,0.9044,0.8643,0.9603,0.9098,852.3347,1063.2669,22.7689,0.0057,1.4347,13.5687,0
o4-mini,few-shot,CWE-89,1.0000,272,37,195,0,0.9266,0.8803,1.0000,0.9363,850.3095,963.6825,22.6171,0.0053,2.6586,12.5679,0
o4-mini,few-shot,CWE-330,0.5451,215,18,257,3,0.9574,0.9227,0.9862,0.9534,1100.3813,1900.6572,22.5619,0.0097,4.7686,25.1276,0
o4-mini,few-shot,CWE-90,1.0000,27,5,27,0,0.9153,0.8438,1.0000,0.9153,1084.2712,1166.1017,23.8983,0.0064,0.3793,16.5497,0
o4-mini,few-shot,CWE-79,1.0000,246,25,184,0,0.9451,0.9077,1.0000,0.9516,710.9231,673.6176,22.7648,0.0038,1.7500,10.4134,0
o4-mini,few-shot,CWE-614,1.0000,18,0,31,18,0.7313,1.0000,0.5000,0.6667,907.5373,1813.0149,24.0299,0.0091,0.6084,23.9812,0
o4-mini,few-shot,CWE-643,1.0000,15,1,19,0,0.9714,0.9375,1.0000,0.9677,1024.1429,1020.3429,22.0286,0.0057,0.2000,12.7812,0
o4-mini,few-shot,all,0.8949,1255,144,1138,77,0.9155,0.8971,0.9422,0.9191,950.4862,1351.6634,23.0459,0.0071,18.5444,17.7019,0
o4-mini,zero-shot,CWE-22,0.9630,124,11,124,9,0.9254,0.9185,0.9323,0.9254,618.8619,1197.1343,23.3918,0.0061,1.6217,18.3242,0
o4-mini,zero-shot,CWE-328,0.0000,88,7,100,41,0.7966,0.9263,0.6822,0.7857,858.4619,2420.3390,24.6271,0.0117,2.7617,31.1074,0
o4-mini,zero-shot,CWE-327,1.0000,129,26,90,1,0.8902,0.8323,0.9923,0.9053,1039.8252,2183.2846,26.3211,0.0109,2.6731,28.5328,0
o4-mini,zero-shot,CWE-78,1.0000,119,19,106,7,0.8964,0.8623,0.9444,0.9015,597.3347,1131.3466,22.9960,0.0057,1.4398,14.7264,0
o4-mini,zero-shot,CWE-89,1.0000,272,37,195,0,0.9266,0.8803,1.0000,0.9363,595.3095,1009.1429,22.8770,0.0052,2.6186,14.5152,0
o4-mini,zero-shot,CWE-330,0.5330,212,15,260,6,0.9574,0.9339,0.9725,0.9528,845.3813,1949.4686,22.8966,0.0096,4.7369,24.7634,0
o4-mini,zero-shot,CWE-90,1.0000,27,7,25,0,0.8814,0.7941,1.0000,0.8852,829.2712,1170.4407,24.5932,0.0062,0.3641,12.9349,0
o4-mini,zero-shot,CWE-79,1.0000,246,26,183,0,0.9429,0.9044,1.0000,0.9498,455.9231,728.7560,22.7956,0.0038,1.7328,11.0580,0
o4-mini,zero-shot,CWE-614,1.0000,24,0,31,12,0.8209,1.0000,0.6667,0.8000,652.5373,1893.2537,24.8955,0.0092,0.6136,23.1211,0
o4-mini,zero-shot,CWE-643,1.0000,15,1,19,0,0.9714,0.9375,1.0000,0.9677,769.1429,1088.0000,22.1143,0.0057,0.2006,13.5554,0
o4-mini,zero-shot,all,0.8534,1256,149,1133,76,0.9139,0.8940,0.9429,0.9178,695.4862,1433.9526,23.4931,0.0072,18.7628,19.2463,0
