file_name,is_real_vulnerability,error,correct_cwe,matched_cwe,direct_match,tp,fp,tn,fn,found_cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00028.java,1,0,CWE-22,CWE-22,1,1,0,0,0,CWE-22,463,2.3150000000000004e-05,320,0.000128,14,5.600000000000001e-06,0.00015675,40.89069724082947
BenchmarkTest00029.java,1,0,CWE-328,,,0,0,0,1,Not vulnerable,733,3.665e-05,1088,0.0004352,13,5.2e-06,0.00047705,41.06781363487244
BenchmarkTest00030.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-134,CWE-79",347,1.735e-05,832,0.0003328,18,7.2000000000000005e-06,0.00035735,41.067827224731445
BenchmarkTest00032.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,462,2.31e-05,320,0.000128,14,5.600000000000001e-06,0.0001567,21.581786394119263
BenchmarkTest00033.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",532,2.6600000000000003e-05,384,0.0001536,18,7.2000000000000005e-06,0.0001874,18.64718270301819
BenchmarkTest00034.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",438,2.1900000000000004e-05,384,0.0001536,19,7.600000000000001e-06,0.0001831,18.156561374664307
BenchmarkTest00035.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200,CWE-209",880,4.4e-05,768,0.0003072,23,9.200000000000002e-06,0.0003604,35.34876823425293
BenchmarkTest00036.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,432,2.16e-05,384,0.0001536,14,5.600000000000001e-06,0.0001808,36.58804130554199
BenchmarkTest00037.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,551,2.755e-05,256,0.0001024,14,5.600000000000001e-06,0.00013555,40.867573261260986
BenchmarkTest00038.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,674,3.3700000000000006e-05,704,0.0002816,14,5.600000000000001e-06,0.0003209,40.94546866416931
BenchmarkTest00039.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",571,2.855e-05,384,0.0001536,18,7.2000000000000005e-06,0.00018935,40.95731472969055
BenchmarkTest00040.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-200,CWE-22",409,2.045e-05,384,0.0001536,18,7.2000000000000005e-06,0.00018125,18.860619068145752
BenchmarkTest00041.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,355,1.775e-05,512,0.0002048,14,5.600000000000001e-06,0.00022815,22.528663635253903
BenchmarkTest00042.java,0,0,CWE-330,,,0,0,1,0,CWE-200,725,3.625e-05,768,0.0003072,14,5.600000000000001e-06,0.00034905,41.02968335151672
BenchmarkTest00043.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,434,2.17e-05,256,0.0001024,14,5.600000000000001e-06,0.0001297,40.91701245307922
BenchmarkTest00044.java,1,0,CWE-90,CWE-90,1,1,0,0,0,"CWE-90,CWE-79",672,3.3600000000000004e-05,256,0.0001024,18,7.2000000000000005e-06,0.0001432,40.82552981376648
BenchmarkTest00045.java,1,0,CWE-22,CWE-22,1,1,0,0,0,CWE-22,413,2.065e-05,512,0.0002048,14,5.600000000000001e-06,0.00023105,40.97855758666992
BenchmarkTest00046.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-200",675,3.375e-05,576,0.0002304,18,7.2000000000000005e-06,0.00027135,20.151116371154785
BenchmarkTest00047.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,475,2.375e-05,448,0.0001792,14,5.600000000000001e-06,0.00020855,40.905681848526
BenchmarkTest00048.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,470,2.35e-05,448,0.0001792,14,5.600000000000001e-06,0.0002083,19.912553787231445
BenchmarkTest00049.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,468,2.3400000000000003e-05,448,0.0001792,14,5.600000000000001e-06,0.0002082,23.005420923233032
BenchmarkTest00050.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-532",1157,5.785e-05,576,0.0002304,18,7.2000000000000005e-06,0.00029545,35.08856010437012
BenchmarkTest00051.java,0,0,CWE-78,CWE-78,1,0,1,0,0,CWE-78,461,2.305e-05,256,0.0001024,14,5.600000000000001e-06,0.00013105,22.55746102333069
BenchmarkTest00052.java,0,0,CWE-89,CWE-89,1,0,1,0,0,"CWE-89,CWE-209,CWE-772",456,2.28e-05,512,0.0002048,22,8.8e-06,0.0002364,21.555415630340576
BenchmarkTest00053.java,1,0,CWE-327,CWE-327,1,1,0,0,0,CWE-327,1299,6.495e-05,896,0.0003584,14,5.600000000000001e-06,0.00042895,35.03586673736572
BenchmarkTest00054.java,0,0,CWE-327,,,0,0,1,0,"CWE-614,CWE-259",1227,6.135e-05,1280,0.000512,18,7.2000000000000005e-06,0.00058055,35.172146797180176
BenchmarkTest00055.java,1,0,CWE-327,CWE-327,1,1,0,0,0,CWE-327,1321,6.604999999999999e-05,832,0.0003328,14,5.600000000000001e-06,0.00040445,22.53755235671997
BenchmarkTest00056.java,1,0,CWE-327,CWE-327,1,1,0,0,0,CWE-327,1388,6.94e-05,1152,0.0004608,14,5.600000000000001e-06,0.0005358,35.056214570999146
BenchmarkTest00057.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-200,CWE-327,CWE-79,CWE-798",998,4.990000000000001e-05,1088,0.0004352,26,1.04e-05,0.0004955,21.18690061569214
BenchmarkTest00058.java,0,0,CWE-327,,,0,0,1,0,"CWE-798,CWE-200,CWE-614",914,4.57e-05,1152,0.0004608,22,8.8e-06,0.0005153,35.16759204864502
BenchmarkTest00059.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-209",973,4.865e-05,896,0.0003584,18,7.2000000000000005e-06,0.00041425,41.03041005134583
BenchmarkTest00060.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",625,3.125e-05,832,0.0003328,18,7.2000000000000005e-06,0.00037125,35.18059206008911
BenchmarkTest00061.java,1,0,CWE-22,CWE-22,1,1,0,0,0,CWE-22,612,3.06e-05,768,0.0003072,14,5.600000000000001e-06,0.0003434,35.161590337753296
BenchmarkTest00062.java,1,0,CWE-22,CWE-22,1,1,0,0,0,CWE-22,804,4.02e-05,384,0.0001536,14,5.600000000000001e-06,0.0001994,40.87181520462036
BenchmarkTest00063.java,0,0,CWE-22,,,0,0,1,0,CWE-284,750,3.75e-05,1088,0.0004352,15,6e-06,0.0004787,24.11997652053833
BenchmarkTest00064.java,0,0,CWE-22,CWE-22,1,0,1,0,0,CWE-22,639,3.1950000000000004e-05,512,0.0002048,14,5.600000000000001e-06,0.00024235,35.08337378501892
BenchmarkTest00065.java,1,0,CWE-22,CWE-22,1,1,0,0,0,CWE-22,773,3.865e-05,576,0.0002304,14,5.600000000000001e-06,0.00027465,24.128134965896606
BenchmarkTest00066.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,876,4.380000000000001e-05,1088,0.0004352,14,5.600000000000001e-06,0.0004846,35.18020033836365
BenchmarkTest00067.java,1,0,CWE-330,CWE-338,0,1,0,0,0,CWE-338,1075,5.375e-05,512,0.0002048,14,5.600000000000001e-06,0.00026415,40.94227838516235
BenchmarkTest00068.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-200",870,4.35e-05,1024,0.0004096,18,7.2000000000000005e-06,0.0004603,24.51259994506836
BenchmarkTest00069.java,0,0,CWE-328,,,0,0,1,0,CWE-614,981,4.9050000000000006e-05,832,0.0003328,14,5.600000000000001e-06,0.00038745,24.34973835945129
BenchmarkTest00070.java,1,0,CWE-328,,,0,0,0,1,"CWE-614,CWE-200,CWE-798",928,4.64e-05,1152,0.0004608,23,9.200000000000002e-06,0.0005164,41.04828715324402
BenchmarkTest00071.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-259,CWE-327",932,4.66e-05,1088,0.0004352,18,7.2000000000000005e-06,0.000489,22.550257921218872
BenchmarkTest00072.java,0,0,CWE-328,,,0,0,1,0,"CWE-614,CWE-200",927,4.635e-05,704,0.0002816,18,7.2000000000000005e-06,0.00033515,20.71021342277527
BenchmarkTest00073.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-614,CWE-798,CWE-327",915,4.575e-05,960,0.000384,22,8.8e-06,0.00043855,24.341784477233887
BenchmarkTest00074.java,1,0,CWE-328,,,0,0,0,1,CWE-200,965,4.825e-05,1216,0.0004864,14,5.600000000000001e-06,0.00054025,35.11518597602844
BenchmarkTest00075.java,0,0,CWE-328,,,0,0,1,0,"CWE-284,CWE-200",909,4.545e-05,1216,0.0004864,19,7.600000000000001e-06,0.00053945,35.14263105392456
BenchmarkTest00076.java,0,0,CWE-328,,,0,0,1,0,CWE-200,972,4.86e-05,832,0.0003328,15,6e-06,0.0003874,22.525293827056885
BenchmarkTest00077.java,1,0,CWE-78,CWE-77,0,1,0,0,0,CWE-77,715,3.575e-05,960,0.000384,14,5.600000000000001e-06,0.00042535,35.05459403991699
BenchmarkTest00078.java,1,0,CWE-330,CWE-338,0,1,0,0,0,CWE-338,891,4.4550000000000005e-05,640,0.000256,14,5.600000000000001e-06,0.00030615,40.98939752578735
BenchmarkTest00079.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,941,4.7050000000000005e-05,704,0.0002816,15,6e-06,0.00033465,40.98687314987183
BenchmarkTest00080.java,1,0,CWE-330,CWE-338,0,1,0,0,0,CWE-338,854,4.27e-05,1152,0.0004608,14,5.600000000000001e-06,0.0005091,41.01696538925171
BenchmarkTest00081.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,839,4.195e-05,960,0.000384,15,6e-06,0.00043195,35.035865783691406
BenchmarkTest00082.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,850,4.25e-05,960,0.000384,15,6e-06,0.0004325,41.00293946266174
BenchmarkTest00083.java,1,0,CWE-330,CWE-338,0,1,0,0,0,CWE-338,866,4.33e-05,704,0.0002816,14,5.600000000000001e-06,0.0003305,40.989131689071655
BenchmarkTest00084.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-200,CWE-284,CWE-330",848,4.240000000000001e-05,832,0.0003328,22,8.8e-06,0.000384,24.092269897460938
BenchmarkTest00085.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,907,4.535000000000001e-05,1024,0.0004096,14,5.600000000000001e-06,0.00046055,35.06997084617615
BenchmarkTest00086.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,863,4.3150000000000005e-05,1152,0.0004608,15,6e-06,0.00050995,55.64401698112488
BenchmarkTest00087.java,1,0,CWE-614,,,0,0,0,1,"CWE-284,CWE-79",741,3.7050000000000006e-05,1152,0.0004608,18,7.2000000000000005e-06,0.0005050499999999,41.052160024642944
BenchmarkTest00088.java,0,0,CWE-614,,,0,0,1,0,CWE-284,708,3.54e-05,1024,0.0004096,15,6e-06,0.000451,54.7455735206604
BenchmarkTest00089.java,0,0,CWE-614,,,0,0,1,0,CWE-284,735,3.675e-05,1280,0.000512,15,6e-06,0.00055475,22.510520219802856
BenchmarkTest00090.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,636,3.18e-05,1344,0.0005376,13,5.2e-06,0.0005746,54.098734855651855
BenchmarkTest00091.java,1,0,CWE-78,CWE-78,1,1,0,0,0,CWE-78,595,2.975e-05,640,0.000256,14,5.600000000000001e-06,0.00029135,40.96161842346192
BenchmarkTest00092.java,1,0,CWE-78,CWE-77,0,1,0,0,0,CWE-77,687,3.435e-05,384,0.0001536,14,5.600000000000001e-06,0.00019355,40.828370809555054
BenchmarkTest00093.java,0,0,CWE-78,CWE-78,1,0,1,0,0,CWE-78,684,3.4200000000000005e-05,576,0.0002304,14,5.600000000000001e-06,0.0002702,40.92743897438049
BenchmarkTest00094.java,0,0,CWE-330,,,0,0,1,0,CWE-284,982,4.91e-05,1024,0.0004096,14,5.600000000000001e-06,0.0004643,40.986778259277344
BenchmarkTest00095.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-200,CWE-330",979,4.895e-05,1280,0.000512,18,7.2000000000000005e-06,0.0005681499999999,42.05763125419617
BenchmarkTest00096.java,0,0,CWE-330,,,0,0,1,0,Not vulnerable,907,4.535000000000001e-05,512,0.0002048,12,4.800000000000001e-06,0.00025495,18.43535542488098
BenchmarkTest00100.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,715,3.575e-05,320,0.000128,14,5.600000000000001e-06,0.00016935,22.4675350189209
BenchmarkTest00101.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,669,3.345e-05,320,0.000128,14,5.600000000000001e-06,0.00016705,40.80247068405152
BenchmarkTest00102.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",676,3.38e-05,320,0.000128,18,7.2000000000000005e-06,0.000169,22.814860343933105
BenchmarkTest00103.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,683,3.415e-05,576,0.0002304,14,5.600000000000001e-06,0.00027015,22.49708390235901
BenchmarkTest00104.java,0,0,CWE-89,CWE-89,1,0,1,0,0,"CWE-89,CWE-200",640,3.2e-05,384,0.0001536,18,7.2000000000000005e-06,0.0001928,36.62441086769104
BenchmarkTest00105.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,616,3.08e-05,448,0.0001792,15,6e-06,0.000216,40.85379338264465
BenchmarkTest00106.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,653,3.265e-05,320,0.000128,14,5.600000000000001e-06,0.00016625,40.84178233146668
BenchmarkTest00107.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,820,4.1e-05,448,0.0001792,14,5.600000000000001e-06,0.0002258,22.489766120910645
BenchmarkTest00108.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,686,3.430000000000001e-05,384,0.0001536,14,5.600000000000001e-06,0.0001935,18.616872549057007
BenchmarkTest00109.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,632,3.16e-05,512,0.0002048,14,5.600000000000001e-06,0.000242,20.67418885231018
BenchmarkTest00110.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,831,4.155000000000001e-05,384,0.0001536,14,5.600000000000001e-06,0.00020075,40.866366147995
BenchmarkTest00111.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,647,3.235e-05,576,0.0002304,14,5.600000000000001e-06,0.00026835,40.93292236328125
BenchmarkTest00112.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,604,3.02e-05,512,0.0002048,14,5.600000000000001e-06,0.0002406,19.37597274780273
BenchmarkTest00113.java,0,0,CWE-89,,,0,0,1,0,Not vulnerable,678,3.39e-05,640,0.000256,12,4.800000000000001e-06,0.0002947,19.9196937084198
BenchmarkTest00114.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,626,3.13e-05,320,0.000128,14,5.600000000000001e-06,0.0001649,40.80784225463867
BenchmarkTest00115.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,672,3.3600000000000004e-05,256,0.0001024,14,5.600000000000001e-06,0.0001416,40.78406548500061
BenchmarkTest00116.java,0,0,CWE-643,,,0,0,1,0,Not vulnerable,921,4.605e-05,832,0.0003328,12,4.800000000000001e-06,0.00038365,40.96615386009216
BenchmarkTest00117.java,0,0,CWE-643,CWE-643,1,0,1,0,0,CWE-643,846,4.2300000000000005e-05,832,0.0003328,14,5.600000000000001e-06,0.0003807,24.306394577026367
BenchmarkTest00118.java,0,0,CWE-643,CWE-643,1,0,1,0,0,"CWE-643,CWE-79",768,3.8400000000000005e-05,448,0.0001792,18,7.2000000000000005e-06,0.0002248,40.86569309234619
BenchmarkTest00119.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",1339,6.695e-05,640,0.000256,18,7.2000000000000005e-06,0.00033015,40.91526246070862
BenchmarkTest00120.java,1,0,CWE-327,,,0,0,0,1,"CWE-310,CWE-200",1175,5.875e-05,576,0.0002304,19,7.600000000000001e-06,0.00029675,20.0782732963562
BenchmarkTest00121.java,0,0,CWE-327,,,0,0,1,0,Not vulnerable,1141,5.705e-05,832,0.0003328,14,5.600000000000001e-06,0.00039545,40.957751750946045
BenchmarkTest00122.java,0,0,CWE-327,,,0,0,1,0,"CWE-200,CWE-209",1083,5.415000000000001e-05,576,0.0002304,18,7.2000000000000005e-06,0.00029175,40.92104244232178
BenchmarkTest00123.java,1,0,CWE-327,CWE-327,1,1,0,0,0,CWE-327,828,4.14e-05,832,0.0003328,14,5.600000000000001e-06,0.0003798,40.946398973464966
BenchmarkTest00124.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200",847,4.235e-05,896,0.0003584,18,7.2000000000000005e-06,0.00040795,40.97306537628174
BenchmarkTest00125.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",830,4.15e-05,640,0.000256,18,7.2000000000000005e-06,0.0003047,40.94592070579529
BenchmarkTest00126.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-200,CWE-209",832,4.16e-05,1024,0.0004096,22,8.8e-06,0.00046,40.983922243118286
BenchmarkTest00127.java,0,0,CWE-327,,,0,0,1,0,"CWE-310,CWE-200",868,4.340000000000001e-05,512,0.0002048,19,7.600000000000001e-06,0.0002558,19.352000951766968
BenchmarkTest00128.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-200",836,4.1800000000000006e-05,1024,0.0004096,18,7.2000000000000005e-06,0.0004586,21.47726535797119
BenchmarkTest00129.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-200,CWE-209",810,4.05e-05,704,0.0002816,22,8.8e-06,0.0003309,22.484947681427
BenchmarkTest00130.java,0,0,CWE-327,CWE-326,0,0,1,0,0,CWE-326,888,4.440000000000001e-05,768,0.0003072,14,5.600000000000001e-06,0.0003572,40.94263195991516
BenchmarkTest00131.java,0,0,CWE-22,,,0,0,1,0,CWE-200,499,2.4950000000000003e-05,512,0.0002048,15,6e-06,0.00023575,40.86072993278504
BenchmarkTest00132.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,655,3.275e-05,384,0.0001536,12,4.800000000000001e-06,0.00019115,19.340218544006348
BenchmarkTest00133.java,1,0,CWE-22,CWE-22,1,1,0,0,0,CWE-22,543,2.7150000000000003e-05,448,0.0001792,14,5.600000000000001e-06,0.00021195,19.33720970153809
BenchmarkTest00134.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,491,2.455e-05,960,0.000384,12,4.800000000000001e-06,0.00041335,21.45177006721497
BenchmarkTest00135.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,509,2.545e-05,448,0.0001792,12,4.800000000000001e-06,0.00020945,19.34351372718811
BenchmarkTest00136.java,0,0,CWE-22,CWE-22,1,0,1,0,0,CWE-22,546,2.73e-05,384,0.0001536,14,5.600000000000001e-06,0.0001865,19.34551358222961
BenchmarkTest00137.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,679,3.3950000000000005e-05,576,0.0002304,12,4.800000000000001e-06,0.00026915,40.882694244384766
BenchmarkTest00138.java,0,0,CWE-90,,,0,0,1,0,"CWE-79,CWE-88",760,3.8e-05,448,0.0001792,18,7.2000000000000005e-06,0.0002244,20.65766549110413
BenchmarkTest00139.java,0,0,CWE-90,,,0,0,1,0,"CWE-79,CWE-476",934,4.67e-05,704,0.0002816,18,7.2000000000000005e-06,0.0003355,19.8283851146698
BenchmarkTest00140.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,756,3.78e-05,768,0.0003072,17,6.800000000000001e-06,0.0003518,20.947099685668945
BenchmarkTest00141.java,1,0,CWE-328,CWE-328,1,1,0,0,0,CWE-328,828,4.14e-05,704,0.0002816,14,5.600000000000001e-06,0.0003286,21.455108642578125
BenchmarkTest00142.java,0,0,CWE-328,,,0,0,1,0,CWE-200,717,3.5850000000000004e-05,768,0.0003072,14,5.600000000000001e-06,0.00034865,21.46788454055786
BenchmarkTest00143.java,1,0,CWE-328,,,0,0,0,1,CWE-200,823,4.115e-05,576,0.0002304,14,5.600000000000001e-06,0.00027715,40.92517852783203
BenchmarkTest00144.java,1,0,CWE-79,,,0,0,0,1,CWE-134,413,2.065e-05,640,0.000256,14,5.600000000000001e-06,0.0002822499999999,19.34917020797729
BenchmarkTest00145.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",435,2.175e-05,512,0.0002048,18,7.2000000000000005e-06,0.00023375,20.632781267166138
BenchmarkTest00146.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-134,CWE-79",406,2.03e-05,448,0.0001792,18,7.2000000000000005e-06,0.0002067,20.64420485496521
BenchmarkTest00147.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,421,2.105e-05,640,0.000256,12,4.800000000000001e-06,0.00028185,40.94158601760864
BenchmarkTest00148.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,387,1.9350000000000003e-05,256,0.0001024,14,5.600000000000001e-06,0.00012735,17.305392742156982
BenchmarkTest00149.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,382,1.91e-05,640,0.000256,14,5.600000000000001e-06,0.0002806999999999,40.914156675338745
BenchmarkTest00150.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,392,1.96e-05,448,0.0001792,14,5.600000000000001e-06,0.0002044,20.631335973739624
BenchmarkTest00151.java,0,0,CWE-79,,,0,0,1,0,CWE-693,414,2.07e-05,1024,0.0004096,14,5.600000000000001e-06,0.0004359,20.95548939704895
BenchmarkTest00152.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,427,2.135e-05,320,0.000128,14,5.600000000000001e-06,0.00015495,18.818538665771484
BenchmarkTest00153.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,417,2.085e-05,256,0.0001024,14,5.600000000000001e-06,0.00012885,40.7304744720459
BenchmarkTest00154.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,425,2.125e-05,320,0.000128,14,5.600000000000001e-06,0.00015485,19.3224618434906
BenchmarkTest00155.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,363,1.815e-05,320,0.000128,14,5.600000000000001e-06,0.00015175,20.053065299987797
BenchmarkTest00156.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,401,2.005e-05,256,0.0001024,14,5.600000000000001e-06,0.00012805,17.42129397392273
